orientation,row,col,pin_num_in_cell,port_name,mapped_pin,GPIO_type,Associated Clock,Clock Edge
RIGHT,,,,gfpga_pad_IO_A2F[84],pad_fpga_io[39],,,
RIGHT,,,,gfpga_pad_IO_F2A[84],pad_fpga_io[39],,,
RIGHT,,,,gfpga_pad_IO_A2F[88],pad_fpga_io[40],,,
RIGHT,,,,gfpga_pad_IO_F2A[88],pad_fpga_io[40],,,
RIGHT,,,,gfpga_pad_IO_A2F[92],pad_fpga_io[41],,,
RIGHT,,,,gfpga_pad_IO_F2A[92],pad_fpga_io[41],,,
RIGHT,,,,gfpga_pad_IO_A2F[96],pad_fpga_io[42],,,
RIGHT,,,,gfpga_pad_IO_F2A[96],pad_fpga_io[42],,,
RIGHT,,,,gfpga_pad_IO_A2F[100],pad_fpga_io[43],,,
RIGHT,,,,gfpga_pad_IO_F2A[100],pad_fpga_io[43],,,
RIGHT,,,,gfpga_pad_IO_A2F[104],pad_fpga_io[44],,,
RIGHT,,,,gfpga_pad_IO_F2A[104],pad_fpga_io[44],,,
RIGHT,,,,gfpga_pad_IO_F2A[108],pad_fpga_io[45],,,
RIGHT,,,,gfpga_pad_IO_A2F[108],pad_fpga_io[45],,,
RIGHT,,,,gfpga_pad_IO_F2A[112],pad_fpga_io[46],,,
RIGHT,,,,gfpga_pad_IO_A2F[112],pad_fpga_io[46],,,
RIGHT,,,,gfpga_pad_IO_F2A[116],pad_fpga_io[47],,,
RIGHT,,,,gfpga_pad_IO_A2F[116],pad_fpga_io[47],,,
RIGHT,,,,gfpga_pad_IO_F2A[120],pad_fpga_io[48],,,
RIGHT,,,,gfpga_pad_IO_A2F[120],pad_fpga_io[48],,,
RIGHT,,,,gfpga_pad_IO_F2A[124],pad_fpga_io[49],,,
RIGHT,,,,gfpga_pad_IO_A2F[124],pad_fpga_io[49],,,
RIGHT,,,,gfpga_pad_IO_F2A[128],pad_fpga_io[50],,,
RIGHT,,,,gfpga_pad_IO_A2F[128],pad_fpga_io[50],,,
RIGHT,,,,gfpga_pad_IO_F2A[132],pad_fpga_io[51],,,
RIGHT,,,,gfpga_pad_IO_A2F[132],pad_fpga_io[51],,,
RIGHT,,,,gfpga_pad_IO_F2A[136],pad_fpga_io[52],,,
RIGHT,,,,gfpga_pad_IO_A2F[136],pad_fpga_io[52],,,
RIGHT,,,,gfpga_pad_IO_F2A[140],pad_fpga_io[53],,,
RIGHT,,,,gfpga_pad_IO_A2F[140],pad_fpga_io[53],,,
RIGHT,,,,gfpga_pad_IO_F2A[144],pad_fpga_io[54],,,
RIGHT,,,,gfpga_pad_IO_A2F[144],pad_fpga_io[54],,,
RIGHT,,,,gfpga_pad_IO_F2A[148],pad_fpga_io[55],,,
RIGHT,,,,gfpga_pad_IO_A2F[148],pad_fpga_io[55],,,
RIGHT,,,,gfpga_pad_IO_F2A[152],pad_fpga_io[56],,,
RIGHT,,,,gfpga_pad_IO_A2F[152],pad_fpga_io[56],,,
RIGHT,,,,gfpga_pad_IO_A2F[156],pad_fpga_io[57],,,
RIGHT,,,,gfpga_pad_IO_F2A[156],pad_fpga_io[57],,,
BOTTOM,,,,gfpga_pad_IO_A2F[160],pad_fpga_io[58],,,
BOTTOM,,,,gfpga_pad_IO_F2A[160],pad_fpga_io[58],,,
BOTTOM,,,,gfpga_pad_IO_A2F[164],pad_fpga_io[59],,,
BOTTOM,,,,gfpga_pad_IO_F2A[164],pad_fpga_io[59],,,
BOTTOM,,,,gfpga_pad_IO_A2F[168],pad_fpga_io[60],,,
BOTTOM,,,,gfpga_pad_IO_F2A[168],pad_fpga_io[60],,,
BOTTOM,,,,gfpga_pad_IO_A2F[172],pad_fpga_io[61],,,
BOTTOM,,,,gfpga_pad_IO_F2A[172],pad_fpga_io[61],,,
BOTTOM,,,,gfpga_pad_IO_A2F[176],pad_fpga_io[62],,,
BOTTOM,,,,gfpga_pad_IO_F2A[176],pad_fpga_io[62],,,
BOTTOM,,,,gfpga_pad_IO_A2F[180],pad_fpga_io[63],,,
BOTTOM,,,,gfpga_pad_IO_F2A[180],pad_fpga_io[63],,,
BOTTOM,,,,gfpga_pad_IO_A2F[184],pad_fpga_io[64],,,
BOTTOM,,,,gfpga_pad_IO_F2A[184],pad_fpga_io[64],,,
BOTTOM,,,,gfpga_pad_IO_A2F[188],pad_fpga_io[65],,,
BOTTOM,,,,gfpga_pad_IO_F2A[188],pad_fpga_io[65],,,
BOTTOM,,,,gfpga_pad_IO_A2F[192],pad_fpga_io[66],,,
BOTTOM,,,,gfpga_pad_IO_F2A[192],pad_fpga_io[66],,,
BOTTOM,,,,gfpga_pad_IO_A2F[196],pad_fpga_io[67],,,
BOTTOM,,,,gfpga_pad_IO_F2A[196],pad_fpga_io[67],,,
BOTTOM,,,,gfpga_pad_IO_A2F[200],pad_fpga_io[68],,,
BOTTOM,,,,gfpga_pad_IO_F2A[200],pad_fpga_io[68],,,
BOTTOM,,,,gfpga_pad_IO_A2F[204],pad_fpga_io[69],,,
BOTTOM,,,,gfpga_pad_IO_F2A[204],pad_fpga_io[69],,,
BOTTOM,,,,gfpga_pad_IO_F2A[208],pad_fpga_io[70],,,
BOTTOM,,,,gfpga_pad_IO_A2F[208],pad_fpga_io[70],,,
BOTTOM,,,,gfpga_pad_IO_F2A[212],pad_fpga_io[71],,,
BOTTOM,,,,gfpga_pad_IO_A2F[212],pad_fpga_io[71],,,
BOTTOM,,,,gfpga_pad_IO_F2A[216],pad_fpga_io[72],,,
BOTTOM,,,,gfpga_pad_IO_A2F[216],pad_fpga_io[72],,,
BOTTOM,,,,gfpga_pad_IO_F2A[220],pad_fpga_io[73],,,
BOTTOM,,,,gfpga_pad_IO_A2F[220],pad_fpga_io[73],,,
BOTTOM,,,,gfpga_pad_IO_F2A[224],pad_fpga_io[74],,,
BOTTOM,,,,gfpga_pad_IO_A2F[224],pad_fpga_io[74],,,
BOTTOM,,,,gfpga_pad_IO_F2A[228],pad_fpga_io[75],,,
BOTTOM,,,,gfpga_pad_IO_A2F[228],pad_fpga_io[75],,,
BOTTOM,,,,gfpga_pad_IO_F2A[232],pad_fpga_io[76],,,
BOTTOM,,,,gfpga_pad_IO_A2F[232],pad_fpga_io[76],,,
BOTTOM,,,,gfpga_pad_IO_F2A[236],pad_fpga_io[77],,,
BOTTOM,,,,gfpga_pad_IO_A2F[236],pad_fpga_io[77],,,
LEFT,,,,gfpga_pad_IO_F2A[240],pad_fpga_io[78],,,
LEFT,,,,gfpga_pad_IO_A2F[240],pad_fpga_io[78],,,
LEFT,,,,gfpga_pad_IO_F2A[244],pad_fpga_io[79],,,
LEFT,,,,gfpga_pad_IO_A2F[244],pad_fpga_io[79],,,
LEFT,,,,gfpga_pad_IO_F2A[248],pad_fpga_io[0],,,
LEFT,,,,gfpga_pad_IO_A2F[248],pad_fpga_io[0],,,
LEFT,,,,gfpga_pad_IO_A2F[252],pad_fpga_io[1],,,
LEFT,,,,gfpga_pad_IO_F2A[252],pad_fpga_io[1],,,
LEFT,,,,gfpga_pad_IO_A2F[256],pad_fpga_io[2],,,
LEFT,,,,gfpga_pad_IO_F2A[256],pad_fpga_io[2],,,
LEFT,,,,gfpga_pad_IO_A2F[260],pad_fpga_io[3],,,
LEFT,,,,gfpga_pad_IO_F2A[260],pad_fpga_io[3],,,
LEFT,,,,gfpga_pad_IO_A2F[264],pad_fpga_io[4],,,
LEFT,,,,gfpga_pad_IO_F2A[264],pad_fpga_io[4],,,
LEFT,,,,gfpga_pad_IO_A2F[268],pad_fpga_io[5],,,
LEFT,,,,gfpga_pad_IO_F2A[268],pad_fpga_io[5],,,
LEFT,,,,gfpga_pad_IO_A2F[272],pad_fpga_io[6],,,
LEFT,,,,gfpga_pad_IO_F2A[272],pad_fpga_io[6],,,
LEFT,,,,gfpga_pad_IO_A2F[276],pad_fpga_io[7],,,
LEFT,,,,gfpga_pad_IO_F2A[276],pad_fpga_io[7],,,
LEFT,,,,gfpga_pad_IO_A2F[280],pad_fpga_io[8],,,
LEFT,,,,gfpga_pad_IO_F2A[280],pad_fpga_io[8],,,
LEFT,,,,gfpga_pad_IO_A2F[284],pad_fpga_io[9],,,
LEFT,,,,gfpga_pad_IO_F2A[284],pad_fpga_io[9],,,
LEFT,,,,gfpga_pad_IO_A2F[288],pad_fpga_io[10],,,
LEFT,,,,gfpga_pad_IO_F2A[288],pad_fpga_io[10],,,
LEFT,,,,gfpga_pad_IO_A2F[292],pad_fpga_io[11],,,
LEFT,,,,gfpga_pad_IO_F2A[292],pad_fpga_io[11],,,
LEFT,,,,gfpga_pad_IO_A2F[296],pad_fpga_io[12],,,
LEFT,,,,gfpga_pad_IO_F2A[296],pad_fpga_io[12],,,
LEFT,,,,gfpga_pad_IO_A2F[300],pad_fpga_io[13],,,
LEFT,,,,gfpga_pad_IO_F2A[300],pad_fpga_io[13],,,
LEFT,,,,gfpga_pad_IO_A2F[304],pad_fpga_io[14],,,
LEFT,,,,gfpga_pad_IO_F2A[304],pad_fpga_io[14],,,
LEFT,,,,gfpga_pad_IO_F2A[308],pad_fpga_io[15],,,
LEFT,,,,gfpga_pad_IO_A2F[308],pad_fpga_io[15],,,
LEFT,,,,gfpga_pad_IO_F2A[312],pad_fpga_io[16],,,
LEFT,,,,gfpga_pad_IO_A2F[312],pad_fpga_io[16],,,
LEFT,,,,gfpga_pad_IO_F2A[316],pad_fpga_io[17],,,
LEFT,,,,gfpga_pad_IO_A2F[316],pad_fpga_io[17],,,
