orientation,row,col,pin_num_in_cell,port_name,mapped_pin,GPIO_type,Associated Clock,Clock Edge
TOP,,,,gfpga_pad_GPOUT_EMODE_PAD[1],pad_fpga_o[1],out,,
TOP,,,,gfpga_pad_GPOUT_EMODE_PAD[2],pad_fpga_o[2],out,,
TOP,,,,gfpga_pad_GPOUT_EMODE_PAD[3],pad_fpga_o[3],out,,
TOP,,,,gfpga_pad_GPOUT_EMODE_PAD[4],pad_fpga_o[4],out,,
TOP,,,,gfpga_pad_GPOUT_EMODE_PAD[5],pad_fpga_o[5],out,,
TOP,,,,gfpga_pad_GPOUT_EMODE_PAD[6],pad_fpga_o[6],out,,
TOP,,,,gfpga_pad_GPOUT_EMODE_PAD[7],pad_fpga_o[7],out,,
RIGHT,,,,gfpga_pad_GPOUT_EMODE_PAD[8],pad_fpga_o[8],out,,
RIGHT,,,,gfpga_pad_GPOUT_EMODE_PAD[9],pad_fpga_o[9],out,,
RIGHT,,,,gfpga_pad_GPOUT_EMODE_PAD[10],pad_fpga_o[10],out,,
RIGHT,,,,gfpga_pad_GPOUT_EMODE_PAD[11],pad_fpga_o[11],out,,
RIGHT,,,,gfpga_pad_GPOUT_EMODE_PAD[12],pad_fpga_o[12],out,,
RIGHT,,,,gfpga_pad_GPOUT_EMODE_PAD[13],pad_fpga_o[13],out,,
RIGHT,,,,gfpga_pad_GPOUT_EMODE_PAD[14],pad_fpga_o[14],out,,
RIGHT,,,,gfpga_pad_GPOUT_EMODE_PAD[15],pad_fpga_o[15],out,,
RIGHT,,,,gfpga_pad_GPIN_PDL_PAD[8],pad_fpga_i[8],in,,
RIGHT,,,,gfpga_pad_GPIN_PDL_PAD[9],pad_fpga_i[9],in,,
RIGHT,,,,gfpga_pad_GPIN_PDL_PAD[10],pad_fpga_i[10],in,,
RIGHT,,,,gfpga_pad_GPIN_PDL_PAD[11],pad_fpga_i[11],in,,
RIGHT,,,,gfpga_pad_GPIN_PDL_PAD[12],pad_fpga_i[12],in,,
RIGHT,,,,gfpga_pad_GPIN_PDL_PAD[13],pad_fpga_i[13],in,,
RIGHT,,,,gfpga_pad_GPIN_PDL_PAD[14],pad_fpga_i[14],in,,
RIGHT,,,,gfpga_pad_GPIN_PDL_PAD[15],pad_fpga_i[15],in,,
